"SECTOR_OID","SECTOR","BUSINSS_ACT_ID","ACTIVITY_TITLE"
"1000114","Motor vehicle accessories manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000115","Boat building and repair","228","Erect scaffolding or hoardings"
"1000115","Boat building and repair","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000115","Boat building and repair","1054","Operate a public weighbridge"
"1000115","Boat building and repair","1001","Process personal information about any individuals including customers, employees etc"
"1000117","Electric lighting equipment manufacturing","273","Carry out processes causing emissions to air"
"1000117","Electric lighting equipment manufacturing","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000118","Electrical appliance manufacturing","1002","Use CCTV systems"
"1000119","Electric motor manufacturing","40","Discharge trade effluent"
"1000119","Electric motor manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000120","Electric wire and cable manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000121","Battery manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000124","Electronic office equipment manufacturing","194","Operate a large industrial site"
"1000125","Telecommunications equipment manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000126","Audio-visual equipment manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000129","Jewellery manufacturing","194","Operate a large industrial site"
"1000129","Jewellery manufacturing","40","Discharge trade effluent"
"1000130","Watch and clock manufacturing","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000130","Watch and clock manufacturing","1002","Use CCTV systems"
"1000132","Bicycle and bicycle parts manufacturing","70","Operate a goods vehicle"
"1000133","Sports equipment manufacturing","70","Operate a goods vehicle"
"1000133","Sports equipment manufacturing","40","Discharge trade effluent"
"1000134","Toys and games manufacturing","40","Discharge trade effluent"
"1000135","Musical instrument manufacturing","40","Discharge trade effluent"
"1000140","Agricultural materials wholesale agents","1132","Market, package, clean treat or process seed"
"1000140","Agricultural materials wholesale agents","280","Handle more than 50 tonnes of packaging in a year"
"1000142","Timber and timber products wholesale","241","Put an advertising board on the pavement or verge"
"1000149","Petroleum and fuel products wholesale agents","1002","Use CCTV systems"
"1000151","Fruit and vegetable wholesale","1002","Use CCTV systems"
"1000153","Meat and meat products wholesale","340","Carry out landspreading of animal by-products for agricultural benefit"
"1000153","Meat and meat products wholesale","1","Process, handle or store meat or meat products"
"1000153","Meat and meat products wholesale","1002","Use CCTV systems"
"1000155","Bakery products wholesale","239","Open a large shop on Sundays"
"1000157","Other food wholesale","239","Open a large shop on Sundays"
"1000158","Health food and supplements wholesale","1175","Manufacture or import specialist nutrition products"
"1000160","Soft drink wholesale","1000","Play background music in your premises"
"1000160","Soft drink wholesale","70","Operate a goods vehicle"
"1000161","Tobacco products wholesale","1157","Sell cigarettes and other tobacco products"
"1000161","Tobacco products wholesale","239","Open a large shop on Sundays"
"1000163","Adults clothing and accessories wholesale","1002","Use CCTV systems"
"1000164","Childrens clothing and baby goods wholesale","1000","Play background music in your premises"
"1000164","Childrens clothing and baby goods wholesale","241","Put an advertising board on the pavement or verge"
"1076864060","Zoos","1162","Keep exotic animals"
"1076864060","Zoos","1002","Use CCTV systems"
"1076864127","Joinery","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1076864127","Joinery","1001","Process personal information about any individuals including customers, employees etc"
"1000168","Furniture wholesale","1002","Use CCTV systems"
"1000169","Electric lighting equipment wholesale","239","Open a large shop on Sundays"
"1000172","Garden equipment and supplies wholesale","1151","Trade in plants, plant material, soil or other growing medium"
"1000174","Building materials wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000174","Building materials wholesale","1002","Use CCTV systems"
"1000175","Hardware products wholesale","192","Sell non-medicinal poisons"
"1000175","Hardware products wholesale","1001","Process personal information about any individuals including customers, employees etc"
"1000176","Wallpaper and paint wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000176","Wallpaper and paint wholesale","241","Put an advertising board on the pavement or verge"
"1000176","Wallpaper and paint wholesale","239","Open a large shop on Sundays"
"1000177","Glass building products wholesale","352","Produce or distribute methylated spirit"
"1000177","Glass building products wholesale","239","Open a large shop on Sundays"
"1000177","Glass building products wholesale","70","Operate a goods vehicle"
"1000177","Glass building products wholesale","1001","Process personal information about any individuals including customers, employees etc"
"1000178","Explosives wholesale","70","Operate a goods vehicle"
"1000180","Electric appliance wholesale","241","Put an advertising board on the pavement or verge"
"1000180","Electric appliance wholesale","1002","Use CCTV systems"
"1000183","Electronic office equipment and supplies wholesale","1059","Manufacture or supply electrical equipment"
"1000183","Electronic office equipment and supplies wholesale","1003","Offer credit to your customers"
